MJD,R.A. (mas),Dec. (mas),Err. R.A. (mas),Err. Dec. (mas),Corr.,Del.,RAcosDEC,BY,MJDtrunc,MJDReal
46029.258,-1.702948749813,-1.549501212139,0.4959,0.4595,0.46799999999999997,25.0,-0.03626174806092714,1984.9002223746143,46029.0,46029
46034.251,0.218101763567,0.203698817813,0.4367,0.4155,0.466,25.0,0.21359251693245215,1984.9138927555744,46034.0,46034
46039.244000000006,-0.37286849563100005,0.150299996449,0.4469,0.3915,0.391,25.0,-0.36866485172979757,1984.9275631365344,46039.0,46039
46044.248,-1.3048307221089999,-0.15830281086,0.4381,0.4132,0.43700000000000006,29.0,-1.2885154508996242,1984.9412636344962,46044.0,46044
46049.252,0.517770233915,-0.22310279064199998,0.5097,0.473,0.405,21.0,0.504937625874917,1984.9549641324581,46049.0,46049
46054.263,0.33919267521799995,1.853499600202,0.5698,0.5467,0.539,35.0,-0.09461868925256336,1984.968683795785,46054.0,46054
46057.492,-0.263802497356,-0.037702807276,0.3809,0.354,0.5529999999999999,32.0,-0.2636150217195291,1984.9775245048015,46057.0,46057
46064.249,1.166437339168,-0.497700006008,0.9159,0.819,0.43,27.0,1.0249285620260185,1984.996024557705,46064.0,46064
46069.253,-0.126188585361,-0.21450238705299998,0.4768,0.4014,0.387,29.0,-0.12329665059270274,1985.0097250556666,46069.0,46069
46074.246,0.411493115835,0.889999216724,0.414,0.3774,0.521,34.0,0.2589989664188318,1985.0233954366267,46074.0,46074
46079.254,-1.6553882989050002,-0.37940042148,0.8804,0.7205,0.575,14.0,-1.5376684466395854,1985.0371068862257,46079.0,46079
46084.247,-0.010165850827999999,-0.882302384753,0.9288,0.5694,0.39,16.0,-0.006459126652124693,1985.0507772671858,46084.0,46084
46089.28,-0.098029977551,0.419198397594,1.0714,1.0175,0.318,39.0,-0.0895421018103826,1985.0645571645164,46089.0,46089
46094.247,-0.038623842902,-0.363801609637,0.577,0.5004,0.649,17.0,-0.036095945403237774,1985.0781563598355,46094.0,46094
46099.233,1.007561785135,0.808898420246,0.7219,0.6269,0.619,15.0,0.6955157436150087,1985.0918075754305,46099.0,46099
46104.265999999996,-0.35304629542599997,-0.73130038345,0.395,0.3612,0.486,33.0,-0.2627746829574981,1985.105587472761,46104.0,46104
46109.252,-0.827274201452,-0.418100421484,0.425,0.3834,0.501,33.0,-0.75601434497666,1985.1192386883563,46109.0,46109
46114.259000000005,0.208115837853,-0.628200007213,0.3932,0.3499,0.536,31.0,0.16838374711361506,1985.1329474000459,46114.0,46114
46119.252,0.820857281451,0.622800013161,0.3868,0.3548,0.499,29.0,0.6667399825081081,1985.146617781006,46119.0,46119
46124.263,-0.811260702559,-1.3652027860190001,0.3578,0.3318,0.581,64.0,-0.16561744187435634,1985.1603374443328,46124.0,46124
46129.238,1.4413658607159998,0.890697589284,0.7906,0.7126,0.33299999999999996,61.0,0.9064314555797794,1985.173958542926,46129.0,46129
46134.231,-0.113174083851,-0.09269999168299999,1.0246,1.2626,0.059000000000000004,9.0,-0.11268816319767137,1985.187628923886,46134.0,46134
46139.25,1.3623476430489998,2.037297588231,0.9684,0.6716,0.43,26.0,-0.6127351371248421,1985.2013704904869,46139.0,46139
46144.254,-0.10975546575200001,-0.465202788291,0.6804,0.6059,0.384,26.0,-0.09809181961369645,1985.2150709884486,46144.0,46144
46149.254,1.026603818913,2.83369682279,0.3163,0.313,0.484,35.0,-0.9783260867542446,1985.2287605347735,46149.0,46149
46154.247,-1.096234838484,0.211399179761,0.3406,0.3241,0.46,31.0,-1.0718307704971275,1985.2424309157336,46154.0,46154
46159.251,0.617030190681,0.747799185774,0.3536,0.3364,0.473,32.0,0.4523986723409842,1985.2561314136954,46159.0,46159
46164.265999999996,-1.417434797631,1.00620000012,0.3297,0.3201,0.5329999999999999,30.0,-0.7584336897685513,1985.2698620286592,46164.0,46164
46169.251,1.245695211524,0.12299757372600001,0.376,0.3427,0.584,34.0,1.236284395046225,1985.283510506345,46169.0,46169
46174.27,0.76840857854,2.094098385896,0.3361,0.326,0.568,35.0,-0.3840068189994509,1985.2972520729459,46174.0,46174
46179.259000000005,-1.461756596466,-1.021802393097,0.3082,0.3038,0.628,71.0,-0.7627873752513316,1985.310911502269,46179.0,46179
46184.245,-1.200442817739,2.372497181113,0.3892,0.3529,0.064,32.0,0.8625662414661958,1985.324562717864,46184.0,46184
46189.23,-0.7048036184540001,0.47139840830799995,0.8934,0.752,0.516,28.0,-0.6279335751628036,1985.33821119555,46189.0,46189
46194.238,-1.363996506587,-1.823400003786,0.6379,0.5904,0.415,55.0,0.3408979901129644,1985.3519226451488,46194.0,46194
46199.22,-4.034113444072,-1.618700412109,0.4978,0.4526,0.45299999999999996,24.0,0.1931766111468827,1985.365562909107,46199.0,46199
46201.331,-0.007197086428,-0.775501212047,0.1113,0.1053,-0.077,211.0,-0.005139225220045982,1985.3713426355653,46201.0,46201
46204.268,-0.41659078954499995,0.390600013134,0.4571,0.4551,0.645,29.0,-0.38521349427498086,1985.3793838750764,46204.0,46204
46209.257000000005,0.133656254943,-1.8724031860980002,0.3969,0.3784,0.607,31.0,-0.039703247559552776,1985.3930433043995,46209.0,46209
