   DATE        X           sigma      Y         sigma 
48578.8350      0.261      0.134      0.004      0.138 
48580.2410     -0.105      0.151     -0.077      0.116 
48581.2930     -0.468      0.221     -0.281      0.208 
48582.2510     -0.077      0.153      0.037      0.136 
48585.1740      0.085      0.316      0.493      0.436 
48585.8340      0.156      0.137      0.028      0.132 
48587.2520      0.283      0.157     -0.062      0.144 
48588.0830      0.023      0.371      0.815      0.342 
48591.7510     -0.155      0.259     -0.085      0.203 
48592.8350      0.049      0.141      0.027      0.142 
48593.4230      0.561      0.562      0.077      0.675 
48595.2510     -0.002      0.056      0.045      0.062 
48596.3350     -0.041      0.152      0.270      0.231 
48599.8350      0.173      0.167      0.107      0.164 
48601.1700      0.267      0.207      0.705      0.227 
48602.2310      0.096      0.080     -0.241      0.094 
48603.3360     -0.254      0.116      0.053      0.173 
48605.2520      0.488      0.170      0.213      0.171 
48606.8330      0.004      0.122      0.214      0.117 
48608.2510     -0.006      0.060     -0.017      0.061 
48609.2580     -0.108      0.073     -0.017      0.060 
48610.3350      0.015      0.134      0.106      0.216 
48611.4190      0.191      0.158      0.007      0.119 
48613.5030      0.414      0.195     -0.096      0.134 
48617.2500     -0.154      0.122      0.486      0.186 
48620.8390     -0.216      0.211     -0.103      0.221 
48624.2540      0.010      0.115     -0.057      0.173 
48627.8350      0.235      0.144      0.506      0.128 
48629.3350      0.047      0.061     -0.060      0.066 
48631.2500      0.164      0.117      0.556      0.178 
48634.8330      0.052      0.144      0.140      0.114 
48636.1390      1.020      0.279     -0.201      0.217 
48638.2510     -0.230      0.130     -0.438      0.214 
48639.3310      0.079      0.086      0.123      0.111 
48641.8320      0.086      0.101     -0.015      0.077 
48643.3320      0.136      0.112      0.128      0.106 
48645.2490     -0.130      0.115      0.235      0.178 
48648.8320      0.082      0.088     -0.054      0.071 
48650.2520     -0.087      0.106      0.199      0.106 
48652.2510      0.533      0.112     -0.119      0.158 
48655.8400      0.258      0.123     -0.126      0.102 
48657.2500      0.067      0.053      0.041      0.058 
48659.2530     -0.035      0.103     -0.146      0.124 
48660.3310     -0.161      0.265      0.074      0.254 
48662.8330      0.196      0.085     -0.115      0.072 
48664.2500     -0.247      0.160      0.332      0.213 
